Time,Result ID,URL,Load zone,User scenario,Status code,RTT min,RTT max,RTT avg,Count,Value,Method,Content types,Compressed count,Avg content length,Avg compressed content length,Content type,Custom metric/Page title,Custom metric type,Log severity level,Log message,Standard deviation,Median
2018-05-29 20:10:31.982454+00:00,__li_content_type_load_time,,Aggregated (World),,,46.15,55.55,50.85,2,,,,,,,image/jpeg,,,,,,
2018-05-29 20:10:31.982454+00:00,__li_content_type_load_time,,Aggregated (World),,,74.31,88.01,81.16,2,,,,,,,text/html,,,,,,
2018-05-29 20:10:38.017245+00:00,__li_content_type_load_time,,Aggregated (World),,,107.01,107.01,107.01,1,,,,,,,image/png,,,,,,
2018-05-29 20:10:38.017245+00:00,__li_content_type_load_time,,Aggregated (World),,,56.09,56.09,56.09,1,,,,,,,image/jpeg,,,,,,
2018-05-29 20:10:38.017245+00:00,__li_content_type_load_time,,Aggregated (World),,,85.09,85.09,85.09,1,,,,,,,text/html,,,,,,
2018-05-29 20:10:41.036744+00:00,__li_content_type_load_time,,Aggregated (World),,,97.04,97.04,97.04,1,,,,,,,image/png,,,,,,
2018-05-29 20:10:41.036744+00:00,__li_content_type_load_time,,Aggregated (World),,,47.67,47.67,47.67,1,,,,,,,image/jpeg,,,,,,
2018-05-29 20:10:41.036744+00:00,__li_content_type_load_time,,Aggregated (World),,,72.91,72.91,72.91,1,,,,,,,text/html,,,,,,
2018-05-29 20:10:44.055343+00:00,__li_content_type_load_time,,Aggregated (World),,,99.92,100.87,100.39,2,,,,,,,image/png,,,,,,
2018-05-29 20:10:44.055343+00:00,__li_content_type_load_time,,Aggregated (World),,,48.93,56.83,52.88,2,,,,,,,image/jpeg,,,,,,
2018-05-29 20:10:44.055343+00:00,__li_content_type_load_time,,Aggregated (World),,,74.93,85.32,80.13,2,,,,,,,text/html,,,,,,
2018-05-29 20:10:47.076576+00:00,__li_content_type_load_time,,Aggregated (World),,,101.69,101.69,101.69,1,,,,,,,image/png,,,,,,
2018-05-29 20:10:47.076576+00:00,__li_content_type_load_time,,Aggregated (World),,,55.62,55.62,55.62,1,,,,,,,image/jpeg,,,,,,
2018-05-29 20:10:47.076576+00:00,__li_content_type_load_time,,Aggregated (World),,,85.53,85.53,85.53,1,,,,,,,text/html,,,,,,
2018-05-29 20:10:50.100344+00:00,__li_content_type_load_time,,Aggregated (World),,,91.67,91.67,91.67,1,,,,,,,image/png,,,,,,
2018-05-29 20:10:50.100344+00:00,__li_content_type_load_time,,Aggregated (World),,,52.46,52.46,52.46,1,,,,,,,image/jpeg,,,,,,
2018-05-29 20:10:50.100344+00:00,__li_content_type_load_time,,Aggregated (World),,,82.49,82.49,82.49,1,,,,,,,text/html,,,,,,
2018-05-29 20:10:53.119208+00:00,__li_content_type_load_time,,Aggregated (World),,,88.63,88.63,88.63,1,,,,,,,image/png,,,,,,
2018-05-29 20:10:53.119208+00:00,__li_content_type_load_time,,Aggregated (World),,,49.06,49.24,49.15,2,,,,,,,image/jpeg,,,,,,
2018-05-29 20:10:53.119208+00:00,__li_content_type_load_time,,Aggregated (World),,,75.05,77.57,76.31,2,,,,,,,text/html,,,,,,
2018-05-29 20:10:56.137296+00:00,__li_content_type_load_time,,Aggregated (World),,,99.15,105.68,102.41,2,,,,,,,image/png,,,,,,
2018-05-29 20:10:56.137296+00:00,__li_content_type_load_time,,Aggregated (World),,,46.21,46.21,46.21,1,,,,,,,image/jpeg,,,,,,
2018-05-29 20:10:56.137296+00:00,__li_content_type_load_time,,Aggregated (World),,,73.02,81.39,77.21,2,,,,,,,text/html,,,,,,
2018-05-29 20:10:59.157458+00:00,__li_content_type_load_time,,Aggregated (World),,,99.02,99.02,99.02,1,,,,,,,image/png,,,,,,
2018-05-29 20:10:59.157458+00:00,__li_content_type_load_time,,Aggregated (World),,,53.06,53.06,53.06,1,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:02.175238+00:00,__li_content_type_load_time,,Aggregated (World),,,75.88,75.88,75.88,1,,,,,,,text/html,,,,,,
2018-05-29 20:11:05.193032+00:00,__li_content_type_load_time,,Aggregated (World),,,105.47,105.47,105.47,1,,,,,,,image/png,,,,,,
2018-05-29 20:11:05.193032+00:00,__li_content_type_load_time,,Aggregated (World),,,49.27,49.27,49.27,1,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:08.210325+00:00,__li_content_type_load_time,,Aggregated (World),,,96.93,99.92,98.43,2,,,,,,,image/png,,,,,,
2018-05-29 20:11:08.210325+00:00,__li_content_type_load_time,,Aggregated (World),,,49.13,55.89,52.51,2,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:08.210325+00:00,__li_content_type_load_time,,Aggregated (World),,,71.93,85.57,77.61,3,,,,,,,text/html,,,,,,
2018-05-29 20:11:11.229926+00:00,__li_content_type_load_time,,Aggregated (World),,,101.74,107.51,105.48,3,,,,,,,image/png,,,,,,
2018-05-29 20:11:11.229926+00:00,__li_content_type_load_time,,Aggregated (World),,,48.47,50.4,49.65,3,,,,,,,image/jpeg,,,,,,
